filename,start,end,primary_label
BC2026_Train_0047_S22_20220131_003000.ogg,00:00:15,00:00:20,22973;23158;24279;517063;555146;65380
BC2026_Train_0047_S22_20220131_003000.ogg,00:00:20,00:00:25,23158;24279;517063;555146;65380
BC2026_Train_0047_S22_20220131_003000.ogg,00:00:25,00:00:30,24279;517063;555146;65380
BC2026_Train_0047_S22_20220131_003000.ogg,00:00:30,00:00:35,22973;23158;24279;517063;555146;65380
BC2026_Train_0047_S22_20220131_003000.ogg,00:00:35,00:00:40,23158;24279;517063;555146;65380
BC2026_Train_0047_S22_20220131_003000.ogg,00:00:40,00:00:45,22973;24279;517063;555146;65380
BC2026_Train_0047_S22_20220131_003000.ogg,00:00:45,00:00:50,22973;24279;517063;555146;65380
BC2026_Train_0047_S22_20220131_003000.ogg,00:00:50,00:00:55,22973;23158;24279;517063;555146;65380
BC2026_Train_0047_S22_20220131_003000.ogg,00:00:55,00:01:00,24279;517063;555146;65380
BC2026_Train_0027_S22_20211129_014500.ogg,00:00:00,00:00:05,1491113;22967;22973;24279;517063;65380;trsowl
BC2026_Train_0027_S22_20211129_014500.ogg,00:00:05,00:00:10,1491113;22967;22973;517063;65380;trsowl
BC2026_Train_0027_S22_20211129_014500.ogg,00:00:10,00:00:15,1491113;22967;22973;24279;517063;65380;67252;trsowl
BC2026_Train_0027_S22_20211129_014500.ogg,00:00:15,00:00:20,1491113;22967;22973;24279;517063;65380;67252
BC2026_Train_0027_S22_20211129_014500.ogg,00:00:20,00:00:25,1491113;22967;22973;517063;65380;trsowl
BC2026_Train_0027_S22_20211129_014500.ogg,00:00:25,00:00:30,1491113;22967;22973;517063;65380;trsowl
BC2026_Train_0027_S22_20211129_014500.ogg,00:00:30,00:00:35,1491113;22967;22973;517063;65380
BC2026_Train_0027_S22_20211129_014500.ogg,00:00:35,00:00:40,1491113;22967;22973;517063;65380;trsowl
BC2026_Train_0027_S22_20211129_014500.ogg,00:00:40,00:00:45,1491113;22967;22973;517063;65380;trsowl
BC2026_Train_0027_S22_20211129_014500.ogg,00:00:45,00:00:50,1491113;22967;22973;517063;65380;trsowl
BC2026_Train_0027_S22_20211129_014500.ogg,00:00:50,00:00:55,1491113;22967;22973;517063;65380
BC2026_Train_0027_S22_20211129_014500.ogg,00:00:55,00:01:00,1491113;22967;22973;517063;65380;trsowl
BC2026_Train_0027_S22_20211129_014500.ogg,00:00:00,00:00:05,1491113;22967;22973;24279;517063;65380;trsowl
BC2026_Train_0027_S22_20211129_014500.ogg,00:00:05,00:00:10,1491113;22967;22973;517063;65380;trsowl
BC2026_Train_0027_S22_20211129_014500.ogg,00:00:10,00:00:15,1491113;22967;22973;24279;517063;65380;67252;trsowl
BC2026_Train_0027_S22_20211129_014500.ogg,00:00:15,00:00:20,1491113;22967;22973;24279;517063;65380;67252
BC2026_Train_0027_S22_20211129_014500.ogg,00:00:20,00:00:25,1491113;22967;22973;517063;65380;trsowl
BC2026_Train_0027_S22_20211129_014500.ogg,00:00:25,00:00:30,1491113;22967;22973;517063;65380;trsowl
BC2026_Train_0027_S22_20211129_014500.ogg,00:00:30,00:00:35,1491113;22967;22973;517063;65380
BC2026_Train_0027_S22_20211129_014500.ogg,00:00:35,00:00:40,1491113;22967;22973;517063;65380;trsowl
BC2026_Train_0027_S22_20211129_014500.ogg,00:00:40,00:00:45,1491113;22967;22973;517063;65380;trsowl
BC2026_Train_0027_S22_20211129_014500.ogg,00:00:45,00:00:50,1491113;22967;22973;517063;65380;trsowl
BC2026_Train_0027_S22_20211129_014500.ogg,00:00:50,00:00:55,1491113;22967;22973;517063;65380
BC2026_Train_0027_S22_20211129_014500.ogg,00:00:55,00:01:00,1491113;22967;22973;517063;65380;trsowl
BC2026_Train_0005_S08_20250607_070007.ogg,00:00:00,00:00:05,47158son15;47158son16;47158son17;47158son25
BC2026_Train_0005_S08_20250607_070007.ogg,00:00:05,00:00:10,47158son15;47158son16;47158son17;47158son25
BC2026_Train_0005_S08_20250607_070007.ogg,00:00:10,00:00:15,47158son15;47158son16;47158son25
BC2026_Train_0005_S08_20250607_070007.ogg,00:00:15,00:00:20,116570;47158son15;47158son16;47158son17;47158son25
BC2026_Train_0005_S08_20250607_070007.ogg,00:00:20,00:00:25,47158son15;47158son16;47158son17;47158son25
BC2026_Train_0005_S08_20250607_070007.ogg,00:00:25,00:00:30,116570;47158son15;47158son16;47158son17;47158son25
BC2026_Train_0005_S08_20250607_070007.ogg,00:00:30,00:00:35,47158son15;47158son16;47158son17;47158son25
BC2026_Train_0005_S08_20250607_070007.ogg,00:00:35,00:00:40,47158son15;47158son16;47158son17;47158son25
BC2026_Train_0005_S08_20250607_070007.ogg,00:00:40,00:00:45,47158son15;47158son16;47158son17;47158son25
BC2026_Train_0005_S08_20250607_070007.ogg,00:00:45,00:00:50,47158son15;47158son16;47158son17;47158son25;chacha1
BC2026_Train_0005_S08_20250607_070007.ogg,00:00:50,00:00:55,47158son15;47158son16;47158son17;47158son25;chacha1
BC2026_Train_0005_S08_20250607_070007.ogg,00:00:55,00:01:00,47158son15;47158son16;47158son25
BC2026_Train_0005_S08_20250607_070007.ogg,00:00:00,00:00:05,47158son15;47158son16;47158son17;47158son25
BC2026_Train_0005_S08_20250607_070007.ogg,00:00:05,00:00:10,47158son15;47158son16;47158son17;47158son25
BC2026_Train_0005_S08_20250607_070007.ogg,00:00:10,00:00:15,47158son15;47158son16;47158son25
BC2026_Train_0005_S08_20250607_070007.ogg,00:00:15,00:00:20,116570;47158son15;47158son16;47158son17;47158son25
BC2026_Train_0005_S08_20250607_070007.ogg,00:00:20,00:00:25,47158son15;47158son16;47158son17;47158son25
BC2026_Train_0005_S08_20250607_070007.ogg,00:00:25,00:00:30,116570;47158son15;47158son16;47158son17;47158son25
BC2026_Train_0005_S08_20250607_070007.ogg,00:00:30,00:00:35,47158son15;47158son16;47158son17;47158son25
BC2026_Train_0005_S08_20250607_070007.ogg,00:00:35,00:00:40,47158son15;47158son16;47158son17;47158son25
BC2026_Train_0005_S08_20250607_070007.ogg,00:00:40,00:00:45,47158son15;47158son16;47158son17;47158son25
BC2026_Train_0005_S08_20250607_070007.ogg,00:00:45,00:00:50,47158son15;47158son16;47158son17;47158son25;chacha1
BC2026_Train_0005_S08_20250607_070007.ogg,00:00:50,00:00:55,47158son15;47158son16;47158son17;47158son25;chacha1
BC2026_Train_0005_S08_20250607_070007.ogg,00:00:55,00:01:00,47158son15;47158son16;47158son25
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:00,00:00:05,22961;23158;65377;65380
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:05,00:00:10,22961;23158;65380
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:10,00:00:15,22961;65377;65380
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:15,00:00:20,22961;65377;65380
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:20,00:00:25,22961;23158;65377;65380
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:25,00:00:30,22961;65377;65380
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:30,00:00:35,22961;65377;65380
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:35,00:00:40,22961;23158;65380
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:40,00:00:45,22961;23158;517063;65377;65380
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:45,00:00:50,22961;65380
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:50,00:00:55,22961;23158;65377;65380
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:55,00:01:00,22961;517063;65377;65380
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:00,00:00:05,22961;23158;65377;65380
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:05,00:00:10,22961;23158;65380
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:10,00:00:15,22961;65377;65380
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:15,00:00:20,22961;65377;65380
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:20,00:00:25,22961;23158;65377;65380
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:25,00:00:30,22961;65377;65380
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:30,00:00:35,22961;65377;65380
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:35,00:00:40,22961;23158;65380
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:40,00:00:45,22961;23158;517063;65377;65380
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:45,00:00:50,22961;65380
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:50,00:00:55,22961;23158;65377;65380
BC2026_Train_0014_S13_20220228_214500.ogg,00:00:55,00:01:00,22961;517063;65377;65380
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:00,00:00:05,326272;517063
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:05,00:00:10,326272
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:10,00:00:15,326272
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:15,00:00:20,326272
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:20,00:00:25,326272
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:25,00:00:30,326272
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:30,00:00:35,326272
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:35,00:00:40,326272
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:40,00:00:45,326272
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:45,00:00:50,326272
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:50,00:00:55,326272
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:55,00:01:00,517063
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:00,00:00:05,326272;517063
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:05,00:00:10,326272
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:10,00:00:15,326272
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:15,00:00:20,326272
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:20,00:00:25,326272
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:25,00:00:30,326272
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:30,00:00:35,326272
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:35,00:00:40,326272
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:40,00:00:45,326272
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:45,00:00:50,326272
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:50,00:00:55,326272
BC2026_Train_0061_S19_20250418_210000.ogg,00:00:55,00:01:00,517063
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:00,00:00:05,24279;555146;65380;66971
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:05,00:00:10,24279;24321;555146;65380;66971
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:10,00:00:15,24279;24321;555146;65380;66971
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:15,00:00:20,24279;24321;555146;65380
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:20,00:00:25,24279;555146;65380
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:25,00:00:30,24279;555146;65380;66971
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:30,00:00:35,24279;555146;65380;66971
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:35,00:00:40,24279;24321;555146;65380;66971
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:40,00:00:45,24279;24321;555146;65380
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:45,00:00:50,24279;24321;555146;65380;66971
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:50,00:00:55,24279;555146;65380;66971
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:55,00:01:00,24279;555146;65380
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:00,00:00:05,24279;555146;65380;66971
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:05,00:00:10,24279;24321;555146;65380;66971
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:10,00:00:15,24279;24321;555146;65380;66971
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:15,00:00:20,24279;24321;555146;65380
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:20,00:00:25,24279;555146;65380
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:25,00:00:30,24279;555146;65380;66971
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:30,00:00:35,24279;555146;65380;66971
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:35,00:00:40,24279;24321;555146;65380;66971
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:40,00:00:45,24279;24321;555146;65380
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:45,00:00:50,24279;24321;555146;65380;66971
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:50,00:00:55,24279;555146;65380;66971
BC2026_Train_0046_S22_20220127_230000.ogg,00:00:55,00:01:00,24279;555146;65380
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:00,00:00:05,47158son07;chvcon1;undtin1;whtdov
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:05,00:00:10,47158son07;chacha1;chvcon1;whtdov
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:10,00:00:15,47158son07;chacha1;chvcon1;whtdov
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:15,00:00:20,47158son07;chvcon1;limpki;whtdov
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:20,00:00:25,47158son07;chvcon1;limpki;whtdov
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:25,00:00:30,47158son07;chvcon1;undtin1;whtdov
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:30,00:00:35,47158son07;chvcon1;undtin1;whtdov
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:35,00:00:40,47158son07;chvcon1;undtin1;whtdov
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:40,00:00:45,47158son07;chvcon1;magant1;whtdov
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:45,00:00:50,47158son07;rutjac1;undtin1;whtdov
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:50,00:00:55,47158son07;chvcon1;purjay1;undtin1;whtdov
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:55,00:01:00,47158son07;chvcon1;undtin1;whtdov
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:00,00:00:05,47158son07;chvcon1;undtin1;whtdov
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:05,00:00:10,47158son07;chacha1;chvcon1;whtdov
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:10,00:00:15,47158son07;chacha1;chvcon1;whtdov
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:15,00:00:20,47158son07;chvcon1;limpki;whtdov
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:20,00:00:25,47158son07;chvcon1;limpki;whtdov
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:25,00:00:30,47158son07;chvcon1;undtin1;whtdov
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:30,00:00:35,47158son07;chvcon1;undtin1;whtdov
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:35,00:00:40,47158son07;chvcon1;undtin1;whtdov
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:40,00:00:45,47158son07;chvcon1;magant1;whtdov
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:45,00:00:50,47158son07;rutjac1;undtin1;whtdov
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:50,00:00:55,47158son07;chvcon1;purjay1;undtin1;whtdov
BC2026_Train_0057_S15_20250617_060000.ogg,00:00:55,00:01:00,47158son07;chvcon1;undtin1;whtdov
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:00,00:00:05,116570;47158son03;47158son18;chacha1
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:05,00:00:10,116570;47158son03;47158son17;47158son18;chacha1
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:10,00:00:15,47158son03;47158son17;47158son18;chacha1
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:15,00:00:20,116570;47158son03;47158son17;47158son18;chacha1
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:20,00:00:25,116570;47158son03;47158son17;47158son18;47158son19;chacha1
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:25,00:00:30,47158son03;47158son17;47158son18
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:30,00:00:35,47158son03;47158son17;47158son18
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:35,00:00:40,47158son03;47158son17;47158son18
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:40,00:00:45,47158son03;47158son17;47158son18
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:45,00:00:50,47158son03;47158son18
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:50,00:00:55,47158son03;47158son18
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:55,00:01:00,47158son03;47158son17;47158son18
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:00,00:00:05,116570;47158son03;47158son18;chacha1
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:05,00:00:10,116570;47158son03;47158son17;47158son18;chacha1
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:10,00:00:15,47158son03;47158son17;47158son18;chacha1
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:15,00:00:20,116570;47158son03;47158son17;47158son18;chacha1
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:20,00:00:25,116570;47158son03;47158son17;47158son18;47158son19;chacha1
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:25,00:00:30,47158son03;47158son17;47158son18
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:30,00:00:35,47158son03;47158son17;47158son18
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:35,00:00:40,47158son03;47158son17;47158son18
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:40,00:00:45,47158son03;47158son17;47158son18
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:45,00:00:50,47158son03;47158son18
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:50,00:00:55,47158son03;47158son18
BC2026_Train_0004_S08_20250607_070007.ogg,00:00:55,00:01:00,47158son03;47158son17;47158son18
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:00,00:00:05,555146;65380;66971
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:05,00:00:10,517063;555146;65380;66971
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:10,00:00:15,24321;555146;65380;66971
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:15,00:00:20,24321;555146;65380;66971
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:20,00:00:25,24321;555146;65380;66971
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:25,00:00:30,24321;517063;555146;65380;66971
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:30,00:00:35,24321;517063;555146;65380;66971
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:35,00:00:40,24321;555146;65380;66971
BC2026_Train_0049_S22_20220203_221500.ogg,00:00:40,00:00:45,24321;555146;65380;66971
