primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,class_name,inat_taxon_id,author,license,rating,url,filename,collection
22956,[],[],-32.0419,-52.256,Leptodactylus mystacinus,Mustached Frog,Amphibia,22956,vinicius_s_domingues,cc-by-nc,0.0,https://static.inaturalist.org/sounds/886570.mp3?1706583751,22956/iNat886570.ogg,iNat
22956,[],[],-31.8291,-60.5282,Leptodactylus mystacinus,Mustached Frog,Amphibia,22956,Sebastián,cc-by-nc,0.0,https://static.inaturalist.org/sounds/1257825.wav?1732665695,22956/iNat1257825.ogg,iNat
22956,[],[],-31.7318,-60.8627,Leptodactylus mystacinus,Mustached Frog,Amphibia,22956,Leonardo Adrián LEIVA,cc-by-nc,0.0,https://static.inaturalist.org/sounds/854298.mp3?1701440725,22956/iNat854298.ogg,iNat
22956,[],[],-31.3908,-57.9581,Leptodactylus mystacinus,Mustached Frog,Amphibia,22956,Gabriel Laufer,cc0,0.0,https://static.inaturalist.org/sounds/1705476.m4a?1764457069,22956/iNat1705476.ogg,iNat
22956,[],[],-30.2569,-57.5988,Leptodactylus mystacinus,Mustached Frog,Amphibia,22956,Sebastián Gómez Barboza Silveira,cc0,0.0,https://static.inaturalist.org/sounds/1637913.m4a?1757982099,22956/iNat1637913.ogg,iNat
22956,[],[],-30.2568,-57.6015,Leptodactylus mystacinus,Mustached Frog,Amphibia,22956,Sebastián Gómez Barboza Silveira,cc0,0.0,https://static.inaturalist.org/sounds/1307619.wav?1739660033,22956/iNat1307619.ogg,iNat
22956,[],[],-30.2568,-57.6015,Leptodactylus mystacinus,Mustached Frog,Amphibia,22956,Sebastián Gómez Barboza Silveira,cc0,0.0,https://static.inaturalist.org/sounds/1723893.m4a?1766621909,22956/iNat1723893.ogg,iNat
22956,[],[],-30.2567,-57.6011,Leptodactylus mystacinus,Mustached Frog,Amphibia,22956,Sebastián Gómez Barboza Silveira,cc0,0.0,https://static.inaturalist.org/sounds/1307645.wav?1739661904,22956/iNat1307645.ogg,iNat
22956,[],[],-22.7324,-47.137,Leptodactylus mystacinus,Mustached Frog,Amphibia,22956,Celso Henrique Varela Rios,cc-by,0.0,https://static.inaturalist.org/sounds/1245289.wav?1730843268,22956/iNat1245289.ogg,iNat
22956,[],[],-22.4261,-46.824,Leptodactylus mystacinus,Mustached Frog,Amphibia,22956,Unknown,cc-by-nc,0.0,https://static.inaturalist.org/sounds/1282546.mp3?1736422499,22956/iNat1282546.ogg,iNat
22956,[],[],-22.4261,-46.824,Leptodactylus mystacinus,Mustached Frog,Amphibia,22956,Unknown,cc-by-nc,0.0,https://static.inaturalist.org/sounds/1282547.mp3?1736422502,22956/iNat1282547.ogg,iNat
22956,[],[],-20.3031,-44.0995,Leptodactylus mystacinus,Mustached Frog,Amphibia,22956,Luiz Ugioni,cc-by-nc,0.0,https://static.inaturalist.org/sounds/859870.wav?1702560247,22956/iNat859870.ogg,iNat
22956,[],[],-20.3031,-44.0993,Leptodactylus mystacinus,Mustached Frog,Amphibia,22956,Luiz Ugioni,cc-by-nc,0.0,https://static.inaturalist.org/sounds/859871.wav?1702560345,22956/iNat859871.ogg,iNat
22956,[],[],-16.3119,-48.9273,Leptodactylus mystacinus,Mustached Frog,Amphibia,22956,Laurent Quéno,cc-by-nc,0.0,https://static.inaturalist.org/sounds/327340.m4a?1636441348,22956/iNat327340.ogg,iNat
22956,[],[],-16.3084,-48.9246,Leptodactylus mystacinus,Mustached Frog,Amphibia,22956,Laurent Quéno,cc-by-nc,0.0,https://static.inaturalist.org/sounds/328497.m4a?1636671454,22956/iNat328497.ogg,iNat
22956,[],[],-15.8241,-48.7764,Leptodactylus mystacinus,Mustached Frog,Amphibia,22956,Laurent Quéno,cc-by-nc,0.0,https://static.inaturalist.org/sounds/330827.m4a?1637373368,22956/iNat330827.ogg,iNat
22956,[],[],-15.7103,-48.961,Leptodactylus mystacinus,Mustached Frog,Amphibia,22956,Liu Idárraga Orozco,cc-by-nc,0.0,https://static.inaturalist.org/sounds/804970.m4a?1693666104,22956/iNat804970.ogg,iNat
22961,[],[],-25.3974,-49.2835,Leptodactylus podicipinus,Pointedbelly Frog,Amphibia,22961,Clarice Dorocinski,cc-by-nc,0.0,https://static.inaturalist.org/sounds/846512.wav?1700171091,22961/iNat846512.ogg,iNat
22961,[],[],-25.3635,-53.8125,Leptodactylus podicipinus,Pointedbelly Frog,Amphibia,22961,Esteban Diego Koch,cc-by-nc,0.0,https://static.inaturalist.org/sounds/1662496.wav?1760019884,22961/iNat1662496.ogg,iNat
22961,[],[],-25.3124,-57.3655,Leptodactylus podicipinus,Pointedbelly Frog,Amphibia,22961,Amaël Borzée,cc-by-nc,0.0,https://static.inaturalist.org/sounds/1657948.m4a?1759623888,22961/iNat1657948.ogg,iNat
22961,[],[],-21.7825,-48.0445,Leptodactylus podicipinus,Pointedbelly Frog,Amphibia,22961,Carlos Otávio Gussoni,cc-by-nc,0.0,https://static.inaturalist.org/sounds/839121.wav?1698668663,22961/iNat839121.ogg,iNat
22961,[],['uncertain'],-20.3244,-50.2553,Leptodactylus podicipinus,Pointedbelly Frog,Amphibia,22961,Fabrício Grigolin,by-nc-sa,5.0,https://xeno-canto.org/1062603/download,22961/XC1062603.ogg,XC
22961,[],[],-16.8857,-56.8561,Leptodactylus podicipinus,Pointedbelly Frog,Amphibia,22961,Jennifer Rycenga,cc-by,0.0,https://static.inaturalist.org/sounds/512578.wav?1659407322,22961/iNat512578.ogg,iNat
22967,[],[],-28.4929,-59.3565,Leptodactylus elenae,Marbled White-lipped Frog,Amphibia,22967,Pablo Preliasco,cc-by-nc,0.0,https://static.inaturalist.org/sounds/56387.wav?1580601413,22967/iNat56387.ogg,iNat
22967,[],[],-27.4373,-58.9516,Leptodactylus elenae,Marbled White-lipped Frog,Amphibia,22967,Leandro Bareiro Guiñazú,cc-by-nc,0.0,https://static.inaturalist.org/sounds/321313.wav?1635183485,22967/iNat321313.ogg,iNat
22967,[],[],-25.9193,-54.5749,Leptodactylus elenae,Marbled White-lipped Frog,Amphibia,22967,B Howe,cc-by-nc,0.0,https://static.inaturalist.org/sounds/1697350.m4a?1763503395,22967/iNat1697350.ogg,iNat
22967,[],[],-25.5318,-54.1355,Leptodactylus elenae,Marbled White-lipped Frog,Amphibia,22967,Guille Ivan Spajic,cc-by-nc,0.0,https://static.inaturalist.org/sounds/1448422.wav?1746711248,22967/iNat1448422.ogg,iNat
22967,[],[],-14.115,-66.7783,Leptodactylus elenae,Marbled White-lipped Frog,Amphibia,22967,Vicente Pantoja,cc-by-nc,0.0,https://static.inaturalist.org/sounds/1698104.wav?1763601346,22967/iNat1698104.ogg,iNat
22967,[],[],-14.115,-66.7783,Leptodactylus elenae,Marbled White-lipped Frog,Amphibia,22967,Vicente Pantoja,cc-by-nc,0.0,https://static.inaturalist.org/sounds/1698107.wav?1763601356,22967/iNat1698107.ogg,iNat
22967,[],[],-14.115,-66.7783,Leptodactylus elenae,Marbled White-lipped Frog,Amphibia,22967,Vicente Pantoja,cc-by-nc,0.0,https://static.inaturalist.org/sounds/1698105.wav?1763601348,22967/iNat1698105.ogg,iNat
22967,[],[],-14.0535,-67.9238,Leptodactylus elenae,Marbled White-lipped Frog,Amphibia,22967,Rich Hoyer,cc-by-nc-sa,0.0,https://static.inaturalist.org/sounds/911059.mp3?1709168854,22967/iNat911059.ogg,iNat
22973,[],[],-29.5093,-55.6369,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,João Gava Just,cc-by-nc,0.0,https://static.inaturalist.org/sounds/28425.mp3?1545155597,22973/iNat28425.ogg,iNat
22973,[],[],-28.0681,-56.0338,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,Guille Ivan Spajic,cc-by-nc,0.0,https://static.inaturalist.org/sounds/326860.mp3?1636325424,22973/iNat326860.ogg,iNat
22973,[],[],-28.0679,-56.0338,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,Guille Ivan Spajic,cc-by-nc,0.0,https://static.inaturalist.org/sounds/326854.mp3?1636325073,22973/iNat326854.ogg,iNat
22973,[],[],-28.0543,-56.014,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,Gonzalo Diaz,cc-by-nc,0.0,https://static.inaturalist.org/sounds/330457.mpga?1637259878,22973/iNat330457.ogg,iNat
22973,[],[],-27.3788,-55.6436,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,Guille Ivan Spajic,cc-by-nc,0.0,https://static.inaturalist.org/sounds/326966.mp3?1636345539,22973/iNat326966.ogg,iNat
22973,[],[],-25.8576,-53.9757,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,HUGO DAVID CAVERZASI,cc-by-nc,0.0,https://static.inaturalist.org/sounds/1257589.mp3?1732637514,22973/iNat1257589.ogg,iNat
22973,[],[],-25.8576,-53.9757,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,HUGO DAVID CAVERZASI,cc-by-nc,0.0,https://static.inaturalist.org/sounds/1257590.mp3?1732637562,22973/iNat1257590.ogg,iNat
22973,[],[],-25.7876,-53.6448,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,Rony Ristow,cc-by-nc,0.0,https://static.inaturalist.org/sounds/839779.m4a?1698796246,22973/iNat839779.ogg,iNat
22973,[],[],-25.6792,-54.4532,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,Joplo,cc-by-nc,0.0,https://static.inaturalist.org/sounds/1267679.m4a?1734230203,22973/iNat1267679.ogg,iNat
22973,[],[],-23.5602,-46.7234,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,Leonardo Breder Passalacqua,cc-by,0.0,https://static.inaturalist.org/sounds/887040.m4a?1706653149,22973/iNat887040.ogg,iNat
22973,[],[],-23.5602,-46.7234,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,Leonardo Breder Passalacqua,cc-by,0.0,https://static.inaturalist.org/sounds/887102.m4a?1706657955,22973/iNat887102.ogg,iNat
22973,[],[],-23.5476,-47.549,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,lucasforti,cc-by-nc,0.0,https://static.inaturalist.org/sounds/348132.m4a?1642720002,22973/iNat348132.ogg,iNat
22973,[],[],-23.547,-47.5493,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,lucasforti,cc-by-nc,0.0,https://static.inaturalist.org/sounds/581610.m4a?1672961745,22973/iNat581610.ogg,iNat
22973,[],[],-23.5468,-47.549,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,lucasforti,cc-by-nc,0.0,https://static.inaturalist.org/sounds/348440.m4a?1642813456,22973/iNat348440.ogg,iNat
22973,[],[],-23.5468,-47.549,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,lucasforti,cc-by-nc,0.0,https://static.inaturalist.org/sounds/348441.m4a?1642813459,22973/iNat348441.ogg,iNat
22973,[],[],-23.4751,-48.6713,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,abbsf,cc-by-nc,0.0,https://static.inaturalist.org/sounds/583590.m4a?1673434408,22973/iNat583590.ogg,iNat
22973,[],[],-23.4751,-48.6713,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,abbsf,cc-by-nc,0.0,https://static.inaturalist.org/sounds/583591.m4a?1673434414,22973/iNat583591.ogg,iNat
22973,[],[],-22.851,-45.2388,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,lucasforti,cc-by-nc,0.0,https://static.inaturalist.org/sounds/870999.m4a?1704409093,22973/iNat870999.ogg,iNat
22973,[],[],-22.4151,-47.5773,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,Carlos Otávio Gussoni,cc-by-nc,0.0,https://static.inaturalist.org/sounds/599374.wav?1676684053,22973/iNat599374.ogg,iNat
22973,[],[],-22.4151,-47.5773,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,Carlos Otávio Gussoni,cc-by-nc,0.0,https://static.inaturalist.org/sounds/599375.wav?1676684059,22973/iNat599375.ogg,iNat
22973,[],[],-22.4093,-47.5421,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,Carlos Otávio Gussoni,cc-by-nc,0.0,https://static.inaturalist.org/sounds/154035.wav?1608226770,22973/iNat154035.ogg,iNat
22973,[],[],-22.3735,-47.562,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,fabiana dos santos de oliveira rosin,cc-by-nc,0.0,https://static.inaturalist.org/sounds/1299089.wav?1738587661,22973/iNat1299089.ogg,iNat
22973,[],[],-22.371,-47.5224,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,Carlos Otávio Gussoni,cc-by-nc,0.0,https://static.inaturalist.org/sounds/157085.wav?1609811203,22973/iNat157085.ogg,iNat
22973,[],[],-21.368,-47.3052,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,Ademir Carosia,cc-by-nc,0.0,https://static.inaturalist.org/sounds/576552.wav?1672052862,22973/iNat576552.ogg,iNat
22973,[],[],-20.7015,-41.0918,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,Liu Idárraga Orozco,cc-by-nc,0.0,https://static.inaturalist.org/sounds/879832.wav?1705720846,22973/iNat879832.ogg,iNat
22973,[],[],-20.7015,-41.0918,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,Liu Idárraga Orozco,cc-by-nc,0.0,https://static.inaturalist.org/sounds/879833.wav?1705720850,22973/iNat879833.ogg,iNat
22973,[],['uncertain'],-20.3244,-50.2553,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,Fabrício Grigolin,by-nc-sa,4.0,https://xeno-canto.org/1062605/download,22973/XC1062605.ogg,XC
22973,[],[],-20.3016,-44.0975,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,Luiz Ugioni,cc-by-nc,0.0,https://static.inaturalist.org/sounds/859872.wav?1702560508,22973/iNat859872.ogg,iNat
22973,[],[],-18.9993,-49.4617,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,Felipe Andrade,cc-by-nc,0.0,https://static.inaturalist.org/sounds/1243033.wav?1730577200,22973/iNat1243033.ogg,iNat
22973,[],[],-18.9126,-50.6548,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,Felipe Andrade,cc-by-nc,0.0,https://static.inaturalist.org/sounds/1243080.wav?1730579782,22973/iNat1243080.ogg,iNat
22973,[],[],-17.6283,-63.1704,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,Betty Flores Llampa,cc-by-nc,0.0,https://static.inaturalist.org/sounds/1677772.m4a?1761433656,22973/iNat1677772.ogg,iNat
22973,[],[],-15.8263,-48.7697,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,Laurent Quéno,cc-by-nc,0.0,https://static.inaturalist.org/sounds/331404.m4a?1637530646,22973/iNat331404.ogg,iNat
22973,[],[],-14.8351,-64.9041,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,Unknown,cc-by-nc,0.0,https://static.inaturalist.org/sounds/1675887.m4a?1761262954,22973/iNat1675887.ogg,iNat
22973,[],['territorial call'],-14.1825,-67.9316,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,GABRIEL LEITE,by-nc-sa,4.0,https://xeno-canto.org/1065541/download,22973/XC1065541.ogg,XC
22973,[],[],-14.115,-66.7783,Leptodactylus fuscus,Whistling Grass Frog,Amphibia,22973,Vicente Pantoja,cc-by-nc,0.0,https://static.inaturalist.org/sounds/1698103.wav?1763601346,22973/iNat1698103.ogg,iNat
